properties.type,properties.timing,properties.speciesId,properties.date,properties.createdAt,geometry.coordinates
poison,night,41,2016-07-14T05:00:00.000Z,2016-07-14T18:55:38.151Z,"[-98.41161639493346,19.156350064913283]"
normal,day,16,2016-07-13T22:00:00.000Z,2016-07-14T18:55:51.829Z,"[-4.770722165916055,37.85809132426604]"
bug,day,46,2016-07-14T05:00:00.000Z,2016-07-14T18:55:58.048Z,"[-98.4119396761495,19.156438220516137]"
normal,day,39,2016-07-14T05:00:00.000Z,2016-07-14T18:55:59.760Z,"[-97.70075744852518,30.40318623076155]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:56:02.320Z,"[-98.22254186798592,18.97357561178002]"
psychic,day,122,2016-07-11T22:00:00.000Z,2016-07-14T18:56:08.449Z,"[-0.40449194408199673,39.405261007598995]"
water,night,99,2016-07-14T05:00:00.000Z,2016-07-14T18:56:09.229Z,"[-98.22556192845867,19.037409048938102]"
bug,day,123,2016-07-11T10:00:00.000Z,2016-07-14T18:56:11.484Z,"[-155.06899771599228,19.727408860707186]"
grass,night,1,2016-07-13T22:00:00.000Z,2016-07-14T18:56:24.201Z,"[8.568720653495262,45.772080906040145]"
bug,day,13,2016-07-14T05:00:00.000Z,2016-07-14T18:56:26.564Z,"[-98.41153254661272,19.155897352064386]"
normal,night,133,2016-07-14T05:00:00.000Z,2016-07-14T18:56:31.282Z,"[-98.22224043283856,18.97614493904699]"
grass,night,71,2016-07-14T05:00:00.000Z,2016-07-14T18:56:40.542Z,"[-98.21864028477638,19.038949914644817]"
water,day,60,2016-07-14T05:00:00.000Z,2016-07-14T18:56:43.888Z,"[-98.41239795408828,19.15658111307991]"
electric,day,125,2016-07-14T07:00:00.000Z,2016-07-14T18:56:50.043Z,"[-122.25597779497934,37.869846333710754]"
water,day,129,2016-07-10T22:00:00.000Z,2016-07-14T18:56:50.941Z,"[-3.683356235097847,40.41623257985768]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-14T18:56:51.513Z,"[-98.2214294628035,18.975780228176276]"
fire,day,77,2016-07-13T22:00:00.000Z,2016-07-14T18:56:56.564Z,"[7.236229716845628,51.489643561712654]"
bug,day,48,2016-07-14T05:00:00.000Z,2016-07-14T18:56:59.758Z,"[-98.41119274690786,19.156458769930637]"
ice,day,124,2016-07-13T22:00:00.000Z,2016-07-14T18:57:00.507Z,"[-0.8990971455123145,41.64852590488809]"
grass,day,2,2016-07-14T05:00:00.000Z,2016-07-14T18:57:01.827Z,"[-98.22123962734955,18.975708447687623]"
fire,night,4,2016-07-13T22:00:00.000Z,2016-07-14T18:57:03.017Z,"[13.358877580329192,52.49651444472207]"
psychic,day,122,2016-07-13T22:00:00.000Z,2016-07-14T18:57:10.491Z,"[-0.4055168925249575,39.394714938513545]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:57:10.075Z,"[-98.22112414554995,18.975581122600616]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:57:11.906Z,"[-98.41254719907067,19.155731354820247]"
fire,day,5,2016-07-14T05:00:00.000Z,2016-07-14T18:57:18.560Z,"[-98.22092531882666,18.975523968295988]"
bug,night,49,2016-07-13T05:00:00.000Z,2016-07-14T18:57:19.879Z,"[-93.63964244864992,45.240051740615]"
water,day,79,2016-07-14T05:00:00.000Z,2016-07-14T18:57:22.299Z,"[-98.18763790289957,19.05514741080161]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-14T18:57:25.385Z,"[-98.41282625877913,19.156541026395104]"
fire,day,6,2016-07-14T05:00:00.000Z,2016-07-14T18:57:28.065Z,"[-98.22160655283145,18.975765361185623]"
fire,night,58,2016-07-13T10:00:00.000Z,2016-07-14T18:57:32.554Z,"[-155.09711553556383,19.718853300618505]"
poison,day,109,2016-07-14T05:00:00.000Z,2016-07-14T18:57:38.786Z,"[-98.41163880450706,19.15666466167012]"
ghost,day,92,2016-07-13T22:00:00.000Z,2016-07-14T18:57:38.969Z,"[-2.9742207172335497,43.304002576986875]"
grass,day,1,2016-07-13T22:00:00.000Z,2016-07-14T18:57:39.094Z,"[-3.1744960214912226,36.95082301861176]"
water,day,134,2016-07-14T05:00:00.000Z,2016-07-14T18:57:42.226Z,"[-98.22224097881926,18.975868423944448]"
ground,day,104,2016-07-14T05:00:00.000Z,2016-07-14T18:57:44.132Z,"[-98.20930299407246,19.03443420282126]"
normal,night,128,2016-07-13T07:00:00.000Z,2016-07-14T18:57:49.750Z,"[-122.25369624156028,37.863569938644744]"
grass,day,2,2016-07-14T05:00:00.000Z,2016-07-14T18:58:10.602Z,"[-98.22100908052373,18.975535807733735]"
fire,day,77,2016-07-13T10:00:00.000Z,2016-07-14T18:58:11.571Z,"[-155.07282855241135,19.71874827716782]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-14T18:58:14.430Z,"[-73.90194251400109,41.284922194138744]"
fire,day,77,2016-07-14T05:00:00.000Z,2016-07-14T18:58:24.810Z,"[-98.19854013111393,19.044254519514027]"
ice,day,124,2016-07-13T07:00:00.000Z,2016-07-14T18:58:29.292Z,"[-123.13336783312208,49.277226556018405]"
normal,day,17,2016-07-14T05:00:00.000Z,2016-07-14T18:58:35.300Z,"[-98.19899546860192,19.043099020718458]"
bug,day,14,2016-07-13T22:00:00.000Z,2016-07-14T18:58:36.571Z,"[-2.9870698382420926,43.32618124266753]"
water,day,9,2016-07-13T22:00:00.000Z,2016-07-14T18:58:39.772Z,"[9.13738165805404,48.49208321656701]"
electric,day,25,2016-07-13T21:00:00.000Z,2016-07-14T18:58:44.856Z,"[46.441435063832756,24.907040783931848]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:58:45.365Z,"[-98.19893694354307,19.043286927193193]"
water,day,54,2016-07-13T10:00:00.000Z,2016-07-14T18:58:56.352Z,"[-155.0686847747326,19.727575692062075]"
poison,day,41,2016-07-13T22:00:00.000Z,2016-07-14T18:59:04.884Z,"[-2.9871688306669455,43.32610045477065]"
electric,day,25,2016-07-13T04:00:00.000Z,2016-07-14T18:59:05.347Z,"[-79.95484139297915,40.443765773762834]"
bug,night,123,2016-07-08T07:00:00.000Z,2016-07-14T18:59:11.128Z,"[-122.26093717406215,37.8657076201427]"
dragon,night,147,2016-07-13T05:00:00.000Z,2016-07-14T18:59:11.848Z,"[-96.3063335852634,30.618074012225534]"
psychic,day,63,2016-07-14T07:00:00.000Z,2016-07-14T18:59:18.868Z,"[-123.1184868623811,49.282373572157695]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-14T18:59:25.881Z,"[-98.21602298932203,19.037060885527282]"
psychic,day,63,2016-07-13T07:00:00.000Z,2016-07-14T18:59:31.481Z,"[-123.1184868623811,49.282373572157695]"
dragon,day,147,2016-07-13T22:00:00.000Z,2016-07-14T18:59:39.767Z,"[11.756199983671053,55.229631253795276]"
psychic,day,63,2016-07-13T07:00:00.000Z,2016-07-14T18:59:40.587Z,"[-123.1184868623811,49.282373572157695]"
grass,day,114,2016-07-14T05:00:00.000Z,2016-07-14T18:59:43.287Z,"[-98.21916187957576,19.03875237852803]"
rock,day,138,2016-07-13T22:00:00.000Z,2016-07-14T18:59:43.621Z,"[6.0557136659205355,46.23306612939817]"
water,night,129,2016-07-13T05:00:00.000Z,2016-07-14T18:59:52.368Z,"[-96.30381589096147,30.61800848049036]"
bug,night,49,2016-07-09T07:00:00.000Z,2016-07-14T18:59:56.351Z,"[-122.25867373944898,37.863102956718464]"
grass,day,70,2016-07-14T04:00:00.000Z,2016-07-14T19:00:08.592Z,"[-79.41365595451279,43.66033806209009]"
water,night,129,2016-07-13T05:00:00.000Z,2016-07-14T19:00:13.126Z,"[-96.30578312539998,30.61841189062656]"
water,night,117,2016-07-13T06:00:00.000Z,2016-07-14T19:00:14.287Z,"[-84.80936220430725,9.981021694376935]"
grass,day,1,2016-07-13T22:00:00.000Z,2016-07-14T19:00:17.522Z,"[-1.8945041439238253,42.308776715830135]"
fire,night,126,2016-07-09T22:00:00.000Z,2016-07-14T19:00:20.594Z,"[-0.2720653057797904,39.27314442898464]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-14T19:00:21.610Z,"[-98.21126877631795,19.038833776091238]"
bug,day,123,2016-07-14T04:00:00.000Z,2016-07-14T19:00:23.990Z,"[-81.74167194012483,30.266993450216546]"
grass,day,1,2016-07-14T06:00:00.000Z,2016-07-14T19:00:27.921Z,"[-84.84927618598878,9.976076097136229]"
normal,night,53,2016-07-09T22:00:00.000Z,2016-07-14T19:00:29.755Z,"[-0.2759867077983813,39.27673134531594]"
water,night,9,2016-07-13T07:00:00.000Z,2016-07-14T19:00:33.916Z,"[-122.49239634728414,37.78068250905642]"
fire,day,126,2016-07-13T23:00:00.000Z,2016-07-14T19:00:33.949Z,"[-0.1703602874014507,51.483258338870456]"
electric,night,81,2016-07-09T22:00:00.000Z,2016-07-14T19:00:39.576Z,"[-0.27781680700860534,39.27669867737279]"
water,day,129,2016-07-14T06:00:00.000Z,2016-07-14T19:00:41.621Z,"[-84.84843134939628,9.974805725529933]"
normal,day,52,2016-07-10T06:00:00.000Z,2016-07-14T19:00:42.404Z,"[-84.19133573247913,9.983551909121886]"
bug,day,11,2016-07-13T22:00:00.000Z,2016-07-14T19:00:47.127Z,"[-1.8978781692646578,42.31516186629557]"
water,day,7,2016-07-14T06:00:00.000Z,2016-07-14T19:00:57.655Z,"[-84.84860600983573,9.977773579628945]"
grass,day,43,2016-07-14T04:00:00.000Z,2016-07-14T19:00:59.107Z,"[-81.74273392794485,30.264788875387126]"
water,night,130,2016-07-11T05:00:00.000Z,2016-07-14T19:01:03.771Z,"[-96.31052535306324,30.619086705381562]"
normal,day,133,2016-07-14T06:00:00.000Z,2016-07-14T19:01:05.270Z,"[-84.84368230007347,9.975966969711976]"
poison,day,23,2016-07-13T22:00:00.000Z,2016-07-14T19:01:09.932Z,"[-1.897388489355393,42.31439387044648]"
water,night,116,2016-07-09T06:00:00.000Z,2016-07-14T19:01:15.033Z,"[-84.18644064560735,9.979190313660496]"
rock,day,138,2016-07-13T22:00:00.000Z,2016-07-14T19:01:17.600Z,"[6.055730077711559,46.23307212497329]"
water,night,134,2016-07-14T06:00:00.000Z,2016-07-14T19:01:27.616Z,"[-84.78222391432931,9.980847124093088]"
rock,night,138,2016-07-13T05:00:00.000Z,2016-07-14T19:01:32.929Z,"[-96.30994732798378,30.620107512969952]"
bug,day,49,2016-07-13T22:00:00.000Z,2016-07-14T19:01:32.509Z,"[-1.8974034593560987,42.31436837443866]"
normal,night,133,2016-07-07T06:00:00.000Z,2016-07-14T19:01:43.318Z,"[-84.74039303840846,9.987727721583369]"
water,day,62,2016-07-13T22:00:00.000Z,2016-07-14T19:01:44.649Z,"[-1.8974584657608204,42.31439832429163]"
normal,day,22,2016-07-14T04:00:00.000Z,2016-07-14T19:01:50.279Z,"[-81.74436066372014,30.265145009051693]"
grass,day,1,2016-07-14T07:00:00.000Z,2016-07-14T19:01:50.516Z,"[-118.57940660842782,34.42170667261034]"
ice,day,124,2016-07-13T23:00:00.000Z,2016-07-14T19:01:51.892Z,"[-3.2166004165258926,55.924387331103674]"
normal,night,84,2016-07-14T06:00:00.000Z,2016-07-14T19:02:03.745Z,"[-84.7400831899057,9.988091092647196]"
psychic,day,96,2016-07-13T23:00:00.000Z,2016-07-14T19:02:10.666Z,"[-3.2164346966657433,55.92431256828581]"
poison,day,41,2016-07-13T23:00:00.000Z,2016-07-14T19:02:17.795Z,"[-3.2166092526136367,55.92429573950713]"
water,day,120,2016-07-14T06:00:00.000Z,2016-07-14T19:02:19.108Z,"[-84.12761035955096,9.934741259788709]"
poison,day,23,2016-07-14T06:00:00.000Z,2016-07-14T19:02:36.136Z,"[-84.18382869758821,10.000165026310526]"
electric,day,25,2016-07-12T04:00:00.000Z,2016-07-14T19:02:42.107Z,"[-74.4520063148661,40.502668400501136]"
bug,day,13,2016-07-14T06:00:00.000Z,2016-07-14T19:02:47.959Z,"[-84.18381961187521,10.000251215230378]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-14T19:03:08.003Z,"[-75.18702253686573,39.94956081131855]"
grass,day,43,2016-07-14T06:00:00.000Z,2016-07-14T19:03:08.968Z,"[-84.18385627185181,10.000329781359298]"
fire,night,77,2016-07-08T07:00:00.000Z,2016-07-14T19:03:30.443Z,"[-122.25647839153181,37.866779902866114]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-14T19:03:33.410Z,"[-74.99641561209556,0.967268687789101]"
bug,night,127,2016-07-13T21:00:00.000Z,2016-07-14T19:03:43.949Z,"[22.961000835494985,40.64776828550811]"
fire,day,6,2016-07-14T05:00:00.000Z,2016-07-14T19:03:53.260Z,"[-74.97958552849217,0.9293966189910634]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-14T19:03:56.324Z,"[-75.18436223477855,39.95084026696921]"
fire,day,58,2016-07-07T06:00:00.000Z,2016-07-14T19:04:02.991Z,"[-84.1865163165724,9.97959907632287]"
grass,day,1,2016-07-12T05:00:00.000Z,2016-07-14T19:04:03.266Z,"[-100.38723125596806,32.46061829835375]"
fire,day,58,2016-07-12T07:00:00.000Z,2016-07-14T19:04:08.189Z,"[-122.25749499322532,37.86990800949356]"
normal,day,133,2016-07-14T04:00:00.000Z,2016-07-14T19:04:08.152Z,"[-75.18608607932984,39.950054523513415]"
electric,night,25,2016-07-13T21:00:00.000Z,2016-07-14T19:04:12.962Z,"[46.44186069787435,24.906245068499544]"
rock,night,74,2016-07-13T21:00:00.000Z,2016-07-14T19:04:14.534Z,"[22.9610439394707,40.64772998676008]"
ground,day,104,2016-07-10T06:00:00.000Z,2016-07-14T19:04:21.250Z,"[-84.18688188440153,9.979766835599307]"
water,day,7,2016-07-06T22:00:00.000Z,2016-07-14T19:04:37.700Z,"[-123.9646602735903,22.647383053780814]"
electric,day,82,2016-07-13T22:00:00.000Z,2016-07-14T19:04:39.217Z,"[7.515594579957849,51.488746149168236]"
electric,night,25,2016-07-13T21:00:00.000Z,2016-07-14T19:04:39.634Z,"[46.44186069787435,24.906245068499544]"
water,day,129,2016-07-08T06:00:00.000Z,2016-07-14T19:04:50.823Z,"[-84.18662553120764,9.980417459555213]"
normal,day,19,2016-07-13T05:00:00.000Z,2016-07-14T19:04:54.283Z,"[-100.41221097595589,32.44273698794056]"
electric,night,81,2016-07-12T07:00:00.000Z,2016-07-14T19:04:56.043Z,"[-122.25542533670821,37.87050210386876]"
bug,day,46,2016-07-14T04:00:00.000Z,2016-07-14T19:05:02.752Z,"[-75.17249587078747,39.950113707287585]"
fairy,night,35,2016-07-08T06:00:00.000Z,2016-07-14T19:05:16.567Z,"[-84.18954144716945,9.984923651145465]"
bug,day,123,2016-07-14T04:00:00.000Z,2016-07-14T19:05:19.296Z,"[-75.17262949859779,39.9502439481779]"
poison,night,29,2016-07-13T21:00:00.000Z,2016-07-14T19:05:27.287Z,"[22.956269065696716,40.6469161396098]"
bug,day,46,2016-07-08T06:00:00.000Z,2016-07-14T19:05:39.108Z,"[-84.18986216809638,9.985245469183894]"
fire,day,126,2016-07-12T22:00:00.000Z,2016-07-14T19:05:41.878Z,"[28.023722906087613,-26.041453607393485]"
fire,day,4,2016-07-13T23:00:00.000Z,2016-07-14T19:05:44.377Z,"[8.598370578470934,47.41836992246729]"
ice,day,124,2016-07-13T22:00:00.000Z,2016-07-14T19:05:47.208Z,"[10.730169376555608,59.928410023037]"
normal,day,39,2016-07-13T22:00:00.000Z,2016-07-14T19:06:17.353Z,"[10.73019521275171,59.92863799152846]"
bug,day,46,2016-07-14T06:00:00.000Z,2016-07-14T19:06:30.957Z,"[-84.18914677946117,9.990660774390662]"
psychic,day,150,2016-07-13T21:00:00.000Z,2016-07-14T19:06:40.493Z,"[51.539345925434446,25.267480458217292]"
fire,day,4,2016-07-14T07:00:00.000Z,2016-07-14T19:06:41.953Z,"[-122.97587409608306,45.513135291862795]"
fairy,night,35,2016-07-14T06:00:00.000Z,2016-07-14T19:06:47.914Z,"[-84.18901758962333,9.99025993272808]"
fire,night,37,2016-07-08T07:00:00.000Z,2016-07-14T19:06:51.920Z,"[-122.25696429733304,37.86622151672182]"
psychic,day,96,2016-07-13T22:00:00.000Z,2016-07-14T19:06:54.182Z,"[10.731280935887867,59.92941740866925]"
grass,day,114,2016-07-13T22:00:00.000Z,2016-07-14T19:07:12.214Z,"[10.72917333151679,59.9277577081732]"
water,day,130,2016-07-09T07:00:00.000Z,2016-07-14T19:07:41.419Z,"[-122.25940861237603,37.87024579097597]"
grass,night,1,2016-07-14T06:00:00.000Z,2016-07-14T19:07:46.214Z,"[-84.18586572083782,9.985594767996204]"
grass,day,71,2016-07-14T04:00:00.000Z,2016-07-14T19:07:55.053Z,"[-75.17320658082238,39.94973518072828]"
poison,night,41,2016-07-14T06:00:00.000Z,2016-07-14T19:07:58.488Z,"[-84.18505919794246,9.983935768976025]"
normal,day,133,2016-07-13T22:00:00.000Z,2016-07-14T19:08:03.460Z,"[10.724595243731983,59.925618605344994]"
bug,day,127,2016-07-14T04:00:00.000Z,2016-07-14T19:08:05.282Z,"[-75.17191967432527,39.94950096418751]"
fighting,day,106,2016-07-14T04:00:00.000Z,2016-07-14T19:08:10.478Z,"[-73.75446747054316,42.6514264588281]"
normal,day,19,2016-07-13T22:00:00.000Z,2016-07-14T19:08:14.161Z,"[8.598043436349343,47.41719078350857]"
water,day,129,2016-07-13T22:00:00.000Z,2016-07-14T19:08:33.887Z,"[10.730835705936244,59.928705408822594]"
rock,day,140,2016-07-13T07:00:00.000Z,2016-07-14T19:09:00.089Z,"[-121.96898714735751,37.38682396807339]"
electric,day,26,2016-07-13T22:00:00.000Z,2016-07-14T19:09:06.296Z,"[8.598071909488539,47.41962269737846]"
fire,day,4,2016-07-14T05:00:00.000Z,2016-07-14T19:09:30.379Z,"[-99.22699993946816,19.726801702064137]"
fire,day,6,2016-07-14T05:00:00.000Z,2016-07-14T19:09:48.174Z,"[-99.22699993946816,19.726801702064137]"
water,day,129,2016-07-09T22:00:00.000Z,2016-07-14T19:10:12.434Z,"[3.8357368453320078,40.001368651603684]"
rock,day,95,2016-07-14T05:00:00.000Z,2016-07-14T19:10:13.691Z,"[-99.22699993946816,19.726801702064137]"
normal,day,19,2016-07-13T22:00:00.000Z,2016-07-14T19:10:19.840Z,"[4.5244289119001735,52.22579740525245]"
fire,day,4,2016-07-14T05:00:00.000Z,2016-07-14T19:10:24.377Z,"[-99.22699993946816,19.726801702064137]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-14T19:10:31.936Z,"[-99.22699993946816,19.726801702064137]"
water,day,79,2016-07-13T22:00:00.000Z,2016-07-14T19:10:36.277Z,"[4.5311357011411815,52.221322792876435]"
bug,day,10,2016-07-14T05:00:00.000Z,2016-07-14T19:10:41.886Z,"[-99.22699993946816,19.726801702064137]"
fire,night,4,2016-07-13T04:00:00.000Z,2016-07-14T19:10:53.765Z,"[-84.38445768946222,33.77858366835882]"
poison,day,41,2016-07-13T22:00:00.000Z,2016-07-14T19:10:57.306Z,"[4.530768046407417,52.22126254827194]"
bug,day,10,2016-07-13T22:00:00.000Z,2016-07-14T19:10:59.588Z,"[8.691519571311034,50.09919115586308]"
grass,day,1,2016-07-13T22:00:00.000Z,2016-07-14T19:11:02.378Z,"[3.844575229106539,39.998368222714845]"
water,day,7,2016-07-12T07:00:00.000Z,2016-07-14T19:11:06.353Z,"[-121.96898995699223,37.386509130791765]"
normal,day,18,2016-07-14T05:00:00.000Z,2016-07-14T19:11:06.405Z,"[-99.22756948212078,19.72655175852819]"
ground,night,27,2016-07-14T06:00:00.000Z,2016-07-14T19:11:08.712Z,"[-106.20268269378442,31.692231243514243]"
electric,day,25,2016-07-13T21:00:00.000Z,2016-07-14T19:11:22.815Z,"[46.43943425447824,24.91186376913801]"
normal,day,18,2016-07-14T05:00:00.000Z,2016-07-14T19:11:23.044Z,"[-99.22230859401921,19.71369024680888]"
normal,day,16,2016-07-13T22:00:00.000Z,2016-07-14T19:11:28.438Z,"[4.523899987177231,52.22502655605376]"
bug,day,15,2016-07-13T23:00:00.000Z,2016-07-14T19:11:37.580Z,"[-8.828243822462923,41.69359268696198]"
fire,day,126,2016-07-13T23:00:00.000Z,2016-07-14T19:11:45.047Z,"[-8.82831722322507,41.69360775560196]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-14T19:11:48.071Z,"[-121.97371402010842,37.38825743488023]"
bug,day,15,2016-07-13T23:00:00.000Z,2016-07-14T19:11:52.109Z,"[-8.828145579437972,41.69363795891863]"
fire,day,6,2016-07-14T05:00:00.000Z,2016-07-14T19:11:56.028Z,"[-99.22677012791308,19.726727033321154]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-14T19:11:57.073Z,"[-121.97377826556027,37.3881572329166]"
fighting,day,106,2016-07-13T23:00:00.000Z,2016-07-14T19:12:00.585Z,"[-8.828244093395483,41.69369863144124]"
normal,day,16,2016-07-14T04:00:00.000Z,2016-07-14T19:12:05.234Z,"[-75.1924651787711,40.9857576851592]"
poison,day,109,2016-07-13T23:00:00.000Z,2016-07-14T19:12:10.009Z,"[-8.828213440292274,41.693537114794594]"
ground,day,50,2016-07-11T07:00:00.000Z,2016-07-14T19:12:13.992Z,"[-121.97328898641545,37.386924598070905]"
electric,day,81,2016-07-13T23:00:00.000Z,2016-07-14T19:12:16.019Z,"[-0.01992858177436574,51.58346327698928]"
normal,day,18,2016-07-13T23:00:00.000Z,2016-07-14T19:12:20.852Z,"[-8.828219265973871,41.693615953155046]"
poison,day,23,2016-07-11T07:00:00.000Z,2016-07-14T19:12:27.701Z,"[-121.97238284106436,37.38616128606492]"
normal,day,21,2016-07-14T07:00:00.000Z,2016-07-14T19:12:33.318Z,"[-122.13179120132756,37.36203618386698]"
normal,day,85,2016-07-10T06:00:00.000Z,2016-07-14T19:12:34.572Z,"[-106.20799122868591,31.695529666667582]"
normal,day,19,2016-07-14T07:00:00.000Z,2016-07-14T19:12:49.312Z,"[-122.13092267459562,37.361801660408574]"
normal,day,21,2016-07-14T07:00:00.000Z,2016-07-14T19:12:51.863Z,"[-121.97362310968234,37.38806575856496]"
grass,day,1,2016-07-13T22:00:00.000Z,2016-07-14T19:12:53.353Z,"[-5.839935135990714,43.36083050950859]"
electric,day,81,2016-07-13T22:00:00.000Z,2016-07-14T19:13:01.692Z,"[10.724108200705501,59.92588755666776]"
poison,day,109,2016-07-13T22:00:00.000Z,2016-07-14T19:13:11.770Z,"[10.724278205791705,59.925863745685234]"
bug,day,47,2016-07-12T07:00:00.000Z,2016-07-14T19:13:12.608Z,"[-121.96887901083625,37.38801167873957]"
normal,day,16,2016-07-13T22:00:00.000Z,2016-07-14T19:13:16.625Z,"[4.905505698833764,51.179978819643594]"
water,day,80,2016-07-13T23:00:00.000Z,2016-07-14T19:13:24.108Z,"[-8.827393762456722,41.69059827754302]"
grass,day,2,2016-07-14T06:00:00.000Z,2016-07-14T19:13:33.549Z,"[-83.97085936702443,9.735609459454935]"
bug,day,127,2016-07-13T23:00:00.000Z,2016-07-14T19:13:37.940Z,"[-8.816192826822572,41.69595737238873]"
grass,day,69,2016-07-13T23:00:00.000Z,2016-07-14T19:13:42.231Z,"[-0.02051422029251171,51.584434097587575]"
psychic,day,151,2016-07-13T22:00:00.000Z,2016-07-14T19:13:50.582Z,"[6.057125888462139,51.92575367733184]"
water,day,119,2016-07-13T23:00:00.000Z,2016-07-14T19:13:51.442Z,"[-8.822680953332025,41.69445094256761]"
grass,day,1,2016-07-14T18:30:00.000Z,2016-07-14T19:13:54.255Z,"[77.53993055905488,12.960697059534837]"
grass,day,1,2016-07-14T06:00:00.000Z,2016-07-14T19:14:02.810Z,"[-85.02515891283227,9.635605544544873]"
grass,day,1,2016-07-13T23:00:00.000Z,2016-07-14T19:14:05.077Z,"[-8.824221801246694,41.693801061973204]"
bug,day,46,2016-07-13T23:00:00.000Z,2016-07-14T19:14:11.417Z,"[-8.824571731176349,41.69360278924876]"
grass,day,43,2016-07-13T23:00:00.000Z,2016-07-14T19:14:19.995Z,"[-8.826358381153625,41.69228741780759]"
bug,day,10,2016-07-13T23:00:00.000Z,2016-07-14T19:14:25.538Z,"[-8.825432605804082,41.693099914013175]"
bug,day,13,2016-07-13T23:00:00.000Z,2016-07-14T19:14:30.707Z,"[-8.825253424821938,41.69313964161975]"
fighting,day,56,2016-07-11T07:00:00.000Z,2016-07-14T19:14:30.553Z,"[-122.16017425261506,47.7093337965496]"
water,night,98,2016-07-13T07:00:00.000Z,2016-07-14T19:14:30.284Z,"[-118.28452019944845,34.02048193581322]"
normal,day,19,2016-07-13T23:00:00.000Z,2016-07-14T19:14:36.879Z,"[-1.4206833205097382,53.87648917459228]"
normal,night,39,2016-07-12T07:00:00.000Z,2016-07-14T19:14:44.814Z,"[-122.07850158488431,37.666292851684375]"
fairy,night,35,2016-07-12T07:00:00.000Z,2016-07-14T19:14:53.145Z,"[-122.07839702716876,37.66633765015109]"
